actor_loss,buffer_size,clip_fraction,critic_loss,entropy,episode,episode_length,episode_reward,episode_success,epoch_time,fps,frame,kl_divergence,step,total_time,training_iterations
-0.026319848373532295,1000.0,0.27549999952316284,22665.7421875,3.6741912364959717,5.909090909090909,200.0,-365.1400033511585,0.0,2.8011865615844727,713.9831482229849,2000,0.0007520958897657692,1181.8181818181818,2.802241563796997,20.0
-0.02981741540133953,1000.0,0.14749999344348907,15624.7763671875,3.6869513988494873,15.909090909090908,200.0,-286.4147039923006,0.0,2.7594480514526367,724.7826241726689,4000,0.0003441433946136385,3181.818181818182,5.568546295166016,20.0
-0.02975357323884964,1000.0,0.12150000035762787,11381.7763671875,3.70340633392334,25.90909090909091,200.0,-273.6299107667827,0.0,2.798478364944458,714.6740975571896,6000,-0.00041755367419682443,5181.818181818182,8.370995998382568,20.0
-0.02934322878718376,1000.0,0.21150000393390656,10038.6953125,3.7131426334381104,35.90909090909091,200.0,-254.59242858983535,0.0,2.7884302139282227,717.2494366220786,8000,0.0021075692493468523,7181.818181818182,11.163663864135742,20.0
-0.0332956500351429,1000.0,0.13899999856948853,2821.16845703125,3.7140002250671387,45.90909090909091,200.0,-172.29397529408774,0.0,2.9058377742767334,688.2696679438006,10000,0.0019770306535065174,9181.818181818182,14.072691202163696,20.0
-0.028727632015943527,1000.0,0.1665000021457672,1997.8309326171875,3.718761682510376,55.90909090909091,200.0,-125.35486593152243,0.0,2.423407554626465,825.284214445008,12000,0.002051608869805932,11181.818181818182,17.10324239730835,20.0
-0.03006930649280548,1000.0,0.1655000001192093,1213.3187255859375,3.7295939922332764,65.9090909090909,200.0,-68.32294390978834,0.0,2.6735293865203857,748.0748145443098,14000,0.0016879397444427013,13181.818181818182,19.7805814743042,20.0
-0.03056793473660946,1000.0,0.19300000369548798,1555.650634765625,3.7310256958007812,75.9090909090909,200.0,-72.57050743604839,0.0,2.706629514694214,738.9263987339448,16000,0.004038529004901648,15181.818181818182,22.490974187850952,20.0
-0.0307929627597332,1000.0,0.18449999392032623,840.24853515625,3.7326560020446777,85.9090909090909,200.0,-13.373925257326102,0.0,2.627445936203003,761.1954911963886,18000,0.0025047287344932556,17181.81818181818,25.12198495864868,20.0
-0.031312890350818634,1000.0,0.1469999998807907,1446.983642578125,3.7448320388793945,95.9090909090909,200.0,5.7872708191068485,0.0,2.5639536380767822,780.0453059284632,20000,0.005340924486517906,19181.81818181818,27.689290761947632,20.0
