actor_loss,buffer_size,clip_fraction,critic_loss,entropy,episode,episode_length,episode_reward,episode_success,epoch_time,fps,frame,kl_divergence,step,total_time,training_iterations
0.032091107219457626,1000.0,0.7014999985694885,78418.0078125,3.676353693008423,5.909090909090909,200.0,-829.6029315845601,0.0,3.229192018508911,619.3499762592334,2000,0.10515415668487549,1181.8181818181818,3.2300915718078613,2.0
-0.016649726778268814,1000.0,0.4025000035762787,72459.8671875,3.6774299144744873,15.909090909090908,200.0,-787.3465580429452,0.0,3.2241673469543457,620.315196073574,4000,0.032732538878917694,3181.818181818182,6.460314035415649,2.0
-0.044246114790439606,1000.0,0.039000000804662704,72082.3359375,3.688199043273926,25.90909090909091,200.0,-800.1122204578578,0.0,3.6925055980682373,541.6376351727985,6000,-0.0024011926725506783,5181.818181818182,10.157031059265137,20.0
-0.03744807466864586,1000.0,0.24050000309944153,72352.0,3.6890156269073486,35.90909090909091,200.0,-795.3904527974477,0.0,2.8248181343078613,708.0101815085668,8000,0.015126819722354412,7181.818181818182,12.985668897628784,3.0
-0.0388784259557724,1000.0,0.3580000102519989,69608.828125,3.6901955604553223,45.90909090909091,200.0,-768.2039184664505,0.0,2.3301281929016113,858.3218752052794,10000,0.03620563820004463,9181.818181818182,15.31958556175232,3.0
-0.037181440740823746,1000.0,0.3540000021457672,54132.6171875,3.691664218902588,55.90909090909091,200.0,-662.9474441001619,0.0,3.8687267303466797,516.9659527285295,12000,0.02023157849907875,11181.818181818182,19.943254470825195,3.0
-0.04173198714852333,1000.0,0.2904999852180481,35541.45703125,3.6933481693267822,65.9090909090909,200.0,-531.0548073233117,0.0,2.9617490768432617,675.2766517721587,14000,0.0168536938726902,13181.818181818182,22.908668041229248,3.0
-0.03725337237119675,1000.0,0.2784999907016754,36168.36328125,3.695298671722412,75.9090909090909,200.0,-521.4585282641114,0.0,2.4127137660980225,828.9420933816419,16000,0.02084856480360031,15181.818181818182,25.324475526809692,3.0
-0.04049861431121826,1000.0,0.2134999930858612,40858.12109375,3.698112726211548,85.9090909090909,200.0,-548.1929827404031,0.0,2.233351945877075,895.5149248608759,18000,0.01647668145596981,17181.81818181818,27.561092615127563,3.0
-0.03733019158244133,1000.0,0.3215000033378601,32694.2578125,3.701380729675293,95.9090909090909,200.0,-472.4503094795782,0.0,2.454949140548706,814.6808286028197,20000,0.02640647254884243,19181.81818181818,30.019352436065674,3.0
-0.04581589624285698,1000.0,0.042500000447034836,13180.6162109375,3.70235013961792,105.9090909090909,200.0,-286.8157176765905,0.0,2.7656452655792236,723.1585427428739,22000,0.0015468006022274494,21181.81818181818,33.41295337677002,20.0
-0.038847070187330246,1000.0,0.1940000057220459,7432.8154296875,3.7013440132141113,115.9090909090909,200.0,-223.63583057616088,0.0,2.264961004257202,883.0174101191219,24000,0.017442451789975166,23181.81818181818,35.68127083778381,4.0
-0.036126114428043365,1000.0,0.27649998664855957,10054.9521484375,3.7018206119537354,125.9090909090909,200.0,-276.66936242728286,0.0,2.248762369155884,889.3780985630502,26000,0.021810542792081833,25181.81818181818,37.933452129364014,3.0
-0.05158766731619835,1000.0,0.10999999940395355,1496.0972900390625,3.7094995975494385,135.9090909090909,200.0,-76.88249286338207,0.0,2.729832887649536,732.6455802655587,28000,0.005730295088142157,27181.81818181818,40.6666579246521,20.0
-0.03984873369336128,1000.0,0.22750000655651093,876.3853759765625,3.7115015983581543,145.9090909090909,200.0,-81.36335773415036,0.0,2.237384557723999,893.9008688048331,30000,0.02122313901782036,29181.81818181818,42.907660484313965,4.0
-0.04482124745845795,1000.0,0.2084999978542328,1687.0653076171875,3.714901924133301,155.9090909090909,200.0,-12.933380078468037,0.0,2.454277515411377,814.9037700264989,32000,0.01513788290321827,31181.81818181818,45.961281061172485,11.0
-0.03920406475663185,1000.0,0.19050000607967377,1214.8065185546875,3.7154431343078613,165.9090909090909,200.0,-29.531138843371274,0.0,2.2771153450012207,878.3042125601801,34000,0.016080647706985474,33181.818181818184,48.24239778518677,4.0
-0.040987081825733185,1000.0,0.34850001335144043,866.1763916015625,3.716076374053955,175.9090909090909,200.0,-45.573979776342995,0.0,2.7279722690582275,733.1452825546705,36000,0.021842563524842262,35181.818181818184,50.97325921058655,3.0
-0.03882671147584915,1000.0,0.19300000369548798,2270.63623046875,3.717740058898926,185.9090909090909,200.0,10.7987640031805,0.0,2.2948033809661865,871.5343617621546,38000,0.016272105276584625,37181.818181818184,53.27088928222656,4.0
-0.044088877737522125,1000.0,0.43299999833106995,705.4520263671875,3.718853235244751,195.9090909090909,200.0,-29.498281087231852,0.0,2.229051113128662,897.2427721465887,40000,0.033666010946035385,39181.818181818184,55.503198862075806,3.0
