actor_loss,collection_time,critic_loss,episode,episode_length,episode_reward,episodes_this_round,fps,frame,gpu_memory_allocated,gpu_memory_reserved,particles_transferred,physics_reward,policy_ratio,step,success_rate,total_time,update_time
0.0,0.02442145347595215,9.377153971715234e-10,130.0,1.0,0.0,10.0,147.63581581003737,130,0.01805877685546875,0.0234375,0.0,0.0,1.0000322461128235,130.0,0.0,1.8363726139068604,0.034696102142333984
0.0,0.024138927459716797,3.9000566673733086e-10,140.0,1.0,0.0,10.0,146.7022028219065,140,0.01805877685546875,0.0234375,0.0,0.0,1.0000132083892823,140.0,0.0,1.9045383930206299,0.03544878959655762
0.0,0.026885032653808594,1.3923020906764921e-10,150.0,1.0,0.0,10.0,141.3570506576974,150,0.01805877685546875,0.0234375,0.0,0.0,0.999995231628418,150.0,0.0,1.9752817153930664,0.035542964935302734
0.0,0.02475285530090332,4.613950096554048e-11,160.0,1.0,0.0,10.0,146.35973130943034,160,0.01805877685546875,0.0234375,0.0,0.0,0.9999990940093995,160.0,0.0,2.043606996536255,0.03523087501525879
0.0,0.025067806243896484,1.5157234118539675e-11,170.0,1.0,0.0,10.0,144.19411507877845,170,0.01805877685546875,0.0234375,0.0,0.0,1.0000006318092347,170.0,0.0,2.1129584312438965,0.035418033599853516
0.0,0.025160551071166992,5.068612752277303e-12,180.0,1.0,0.0,10.0,146.5991394827809,180,0.01805877685546875,0.0234375,0.0,0.0,0.9999999701976776,180.0,0.0,2.1811726093292236,0.03436875343322754
0.0,0.024989604949951172,1.6444873606846593e-12,190.0,1.0,0.0,10.0,146.74326338401684,190,0.01805877685546875,0.0234375,0.0,0.0,0.9999999940395355,190.0,0.0,2.2493205070495605,0.03491353988647461
0.0,0.025233745574951172,5.313932106504131e-13,200.0,1.0,0.0,10.0,144.55092172966042,200,0.01805877685546875,0.0234375,0.0,0.0,0.9999999940395355,200.0,0.0,2.3185019493103027,0.03507518768310547
0.0,0.025424480438232422,1.8370265635818222e-13,210.0,1.0,0.0,10.0,144.2496569418125,210,0.01805877685546875,0.0234375,0.0,0.0,1.0,210.0,0.0,2.3878273963928223,0.03519439697265625
0.0,0.025210142135620117,6.493954577909983e-14,220.0,1.0,0.0,10.0,144.76295662258056,220,0.01805877685546875,0.0234375,0.0,0.0,1.0,220.0,0.0,2.45690655708313,0.03561758995056152
0.0,0.02410101890563965,1.6632580526081998e-14,230.0,1.0,0.0,10.0,145.75347416486255,230,0.01805877685546875,0.0234375,0.0,0.0,1.0,230.0,0.0,2.5255160331726074,0.03589963912963867
0.0,0.02534961700439453,3.613994479655276e-15,240.0,1.0,0.0,10.0,144.05544736724607,240,0.01805877685546875,0.0234375,0.0,0.0,1.0,240.0,0.0,2.5949342250823975,0.03581500053405762
0.0,0.024344205856323242,1.7023220940520778e-15,250.0,1.0,0.0,10.0,145.27740639395932,250,0.01805877685546875,0.0234375,0.0,0.0,1.0,250.0,0.0,2.6637685298919678,0.03623032569885254
0.0,0.0246889591217041,5.412459217792043e-16,260.0,1.0,0.0,10.0,140.8656868803568,260,0.01805877685546875,0.0234375,0.0,0.0,1.0,260.0,0.0,2.7347588539123535,0.03549814224243164
0.0,0.02510356903076172,2.246632919847627e-16,270.0,1.0,0.0,10.0,144.1143485431556,270,0.01805877685546875,0.0234375,0.0,0.0,1.0,270.0,0.0,2.8041486740112305,0.035856008529663086
0.0,0.02526116371154785,9.546772823231658e-17,280.0,1.0,0.0,10.0,143.23487929733255,280,0.01805877685546875,0.0234375,0.0,0.0,1.0,280.0,0.0,2.873964548110962,0.03619647026062012
0.0,0.024700641632080078,6.356643455964622e-17,290.0,1.0,0.0,10.0,145.94873722084193,290,0.01805877685546875,0.0234375,0.0,0.0,1.0,290.0,0.0,2.9424824714660645,0.03559136390686035
0.0,0.024788618087768555,1.8903742503642572e-17,300.0,1.0,0.0,10.0,145.1025053795432,300,0.01805877685546875,0.0234375,0.0,0.0,1.0,300.0,0.0,3.0114002227783203,0.03565192222595215
0.0,0.0250399112701416,9.725971113552778e-18,310.0,1.0,0.0,10.0,145.60168294181562,310,0.01805877685546875,0.0234375,0.0,0.0,1.0,310.0,0.0,3.080080986022949,0.03548717498779297
0.0,0.02486705780029297,3.645629804982509e-18,320.0,1.0,0.0,10.0,144.52302931944027,320,0.01805877685546875,0.0234375,0.0,0.0,1.0,320.0,0.0,3.1492745876312256,0.03569173812866211
0.0,0.026317119598388672,1.6601845766184287e-19,330.0,1.0,0.0,10.0,142.61877235694953,330,0.01805877685546875,0.0234375,0.0,0.0,1.0,330.0,0.0,3.2193920612335205,0.035271406173706055
0.0,0.024901390075683594,7.514876308040153e-19,340.0,1.0,0.0,10.0,144.35888169556046,340,0.01805877685546875,0.0234375,0.0,0.0,1.0,340.0,0.0,3.2886650562286377,0.03544330596923828
0.0,0.02460956573486328,5.563312397566244e-19,350.0,1.0,0.0,10.0,143.91408327471737,350,0.01805877685546875,0.0234375,0.0,0.0,1.0,350.0,0.0,3.3581511974334717,0.036251068115234375
0.0,0.025200605392456055,5.563312397566244e-19,360.0,1.0,0.0,10.0,141.77561595586818,360,0.01805877685546875,0.0234375,0.0,0.0,1.0,360.0,0.0,3.4286859035491943,0.03627419471740723
0.0,0.0244748592376709,5.563312397566244e-19,370.0,1.0,0.0,10.0,145.16628537609324,370,0.01805877685546875,0.0234375,0.0,0.0,1.0,370.0,0.0,3.497573137283325,0.03594708442687988
0.0,0.02479243278503418,5.563312397566244e-19,380.0,1.0,0.0,10.0,146.2658190327069,380,0.01805877685546875,0.0234375,0.0,0.0,1.0,380.0,0.0,3.5659430027008057,0.03497052192687988
0.0,0.02491164207458496,7.514876308040153e-19,390.0,1.0,0.0,10.0,144.60973028137207,390,0.01805877685546875,0.0234375,0.0,0.0,1.0,390.0,0.0,3.6350951194763184,0.03614401817321777
0.0,0.025440692901611328,7.514876308040153e-19,400.0,1.0,0.0,10.0,145.550145921317,400,0.01805877685546875,0.0234375,0.0,0.0,1.0,400.0,0.0,3.703800916671753,0.03490161895751953
0.0,0.0243377685546875,5.563312397566244e-19,410.0,1.0,0.0,10.0,147.64828882615095,410,0.01805877685546875,0.0234375,0.0,0.0,1.0,410.0,0.0,3.7715301513671875,0.035335540771484375
0.0,0.024579286575317383,5.563312397566244e-19,420.0,1.0,0.0,10.0,144.95306819281438,420,0.01805877685546875,0.0234375,0.0,0.0,1.0,420.0,0.0,3.8405182361602783,0.035878658294677734
0.0,0.025540590286254883,5.563312397566244e-19,430.0,1.0,0.0,10.0,143.14542165796388,430,0.01805877685546875,0.0234375,0.0,0.0,1.0,430.0,0.0,3.9103777408599854,0.03599691390991211
0.0,0.025290727615356445,5.563312397566244e-19,440.0,1.0,0.0,10.0,144.162396070708,440,0.01805877685546875,0.0234375,0.0,0.0,1.0,440.0,0.0,3.9797446727752686,0.03576517105102539
0.0,0.025142431259155273,5.563312397566244e-19,450.0,1.0,0.0,10.0,145.90050682315456,450,0.01805877685546875,0.0234375,0.0,0.0,1.0,450.0,0.0,4.0482847690582275,0.03520536422729492
0.0,0.0247955322265625,5.563312397566244e-19,460.0,1.0,0.0,10.0,144.29630547040833,460,0.01805877685546875,0.0234375,0.0,0.0,1.0,460.0,0.0,4.117587089538574,0.03551054000854492
0.0,0.024716854095458984,5.563312397566244e-19,470.0,1.0,0.0,10.0,144.3419907013879,470,0.01805877685546875,0.0234375,0.0,0.0,1.0,470.0,0.0,4.186868190765381,0.03657937049865723
0.0,0.025664806365966797,5.563312397566244e-19,480.0,1.0,0.0,10.0,142.10513120224965,480,0.01805877685546875,0.0234375,0.0,0.0,1.0,480.0,0.0,4.257239103317261,0.03590846061706543
0.0,0.024959564208984375,7.514876308040153e-19,490.0,1.0,0.0,10.0,143.09219122608906,490,0.01805877685546875,0.0234375,0.0,0.0,1.0,490.0,0.0,4.327125072479248,0.03649473190307617
0.0,0.025028705596923828,3.6117484870923365e-19,500.0,1.0,0.0,10.0,143.8420253025642,500,0.01805877685546875,0.0234375,0.0,0.0,1.0,500.0,0.0,4.396646738052368,0.03620123863220215
0.0,0.024837970733642578,9.46644021851406e-19,510.0,1.0,0.0,10.0,145.873105856412,510,0.01805877685546875,0.0234375,0.0,0.0,1.0,510.0,0.0,4.465200185775757,0.03504014015197754
0.0,0.024577617645263672,5.563312397566244e-19,520.0,1.0,0.0,10.0,147.31432505145443,520,0.01805877685546875,0.0234375,0.0,0.0,1.0,520.0,0.0,4.533082723617554,0.03461599349975586
0.0,0.02452564239501953,5.563312397566244e-19,530.0,1.0,0.0,10.0,147.19851759305402,530,0.01805877685546875,0.0234375,0.0,0.0,1.0,530.0,0.0,4.601018905639648,0.03480935096740723
0.0,0.02528691291809082,7.514876308040153e-19,540.0,1.0,0.0,10.0,145.5976395036015,540,0.01805877685546875,0.0234375,0.0,0.0,1.0,540.0,0.0,4.669702529907227,0.03462982177734375
0.0,0.02690267562866211,2.168404344971009e-19,550.0,1.0,0.0,10.0,129.91574982654376,550,0.01805877685546875,0.0234375,0.0,0.0,1.0,550.0,0.0,4.746675729751587,0.041748046875
0.0,0.025235891342163086,7.37257477290143e-19,560.0,1.0,0.0,10.0,142.41006644642354,560,0.01805877685546875,0.0234375,0.0,0.0,1.0,560.0,0.0,4.816896200180054,0.03593111038208008
0.0,0.024799585342407227,7.37257477290143e-19,570.0,1.0,0.0,10.0,144.12227170267744,570,0.01805877685546875,0.0234375,0.0,0.0,1.0,570.0,0.0,4.886282682418823,0.03632068634033203
0.0,0.02507305145263672,7.37257477290143e-19,580.0,1.0,0.0,10.0,145.36854181035528,580,0.01805877685546875,0.0234375,0.0,0.0,1.0,580.0,0.0,4.955073595046997,0.03566718101501465
0.0,0.024545669555664062,5.637851296924623e-19,590.0,1.0,0.0,10.0,146.94118924751524,590,0.01805877685546875,0.0234375,0.0,0.0,1.0,590.0,0.0,5.023128509521484,0.03546786308288574
0.0,0.02503657341003418,7.37257477290143e-19,600.0,1.0,0.0,10.0,145.64870439692473,600,0.01805877685546875,0.0234375,0.0,0.0,1.0,600.0,0.0,5.091787338256836,0.035216569900512695
0.0,0.02470088005065918,5.637851296924623e-19,610.0,1.0,0.0,10.0,147.37333277114868,610,0.01805877685546875,0.0234375,0.0,0.0,1.0,610.0,0.0,5.159642696380615,0.03505992889404297
0.0,0.024684667587280273,7.37257477290143e-19,620.0,1.0,0.0,10.0,143.42246720739698,620,0.01805877685546875,0.0234375,0.0,0.0,1.0,620.0,0.0,5.229367256164551,0.03685760498046875
0.0,0.025118350982666016,5.637851296924623e-19,630.0,1.0,0.0,10.0,143.70600307674385,630,0.01805877685546875,0.0234375,0.0,0.0,1.0,630.0,0.0,5.298954248428345,0.03625321388244629
0.0,0.02441859245300293,7.37257477290143e-19,640.0,1.0,0.0,10.0,146.1007443840283,640,0.01805877685546875,0.0234375,0.0,0.0,1.0,640.0,0.0,5.367400646209717,0.035448551177978516
0.0,0.02440619468688965,5.637851296924623e-19,650.0,1.0,0.0,10.0,147.14997403836708,650,0.01805877685546875,0.0234375,0.0,0.0,1.0,650.0,0.0,5.435359001159668,0.035125732421875
0.0,0.02497243881225586,7.37257477290143e-19,660.0,1.0,0.0,10.0,143.63169393667513,660,0.01805877685546875,0.0234375,0.0,0.0,1.0,660.0,0.0,5.504982233047485,0.034800052642822266
0.0,0.025473594665527344,5.637851296924623e-19,670.0,1.0,0.0,10.0,144.8384412176045,670,0.01805877685546875,0.0234375,0.0,0.0,1.0,670.0,0.0,5.5740251541137695,0.03535175323486328
0.0,0.024676084518432617,7.37257477290143e-19,680.0,1.0,0.0,10.0,146.9617835957127,680,0.01805877685546875,0.0234375,0.0,0.0,1.0,680.0,0.0,5.64207124710083,0.035068511962890625
0.0,0.024753570556640625,5.637851296924623e-19,690.0,1.0,0.0,10.0,146.6329652042889,690,0.01805877685546875,0.0234375,0.0,0.0,1.0,690.0,0.0,5.710268974304199,0.03491091728210449
0.0,0.025421142578125,7.37257477290143e-19,700.0,1.0,0.0,10.0,141.02293053594244,700,0.01805877685546875,0.0234375,0.0,0.0,1.0,700.0,0.0,5.781180143356323,0.036945343017578125
0.0,0.025484561920166016,5.637851296924623e-19,710.0,1.0,0.0,10.0,143.41511117797708,710,0.01805877685546875,0.0234375,0.0,0.0,1.0,710.0,0.0,5.8509087562561035,0.03596901893615723
0.0,0.024631261825561523,7.37257477290143e-19,720.0,1.0,0.0,10.0,144.59876234637065,720,0.01805877685546875,0.0234375,0.0,0.0,1.0,720.0,0.0,5.920065879821777,0.03624415397644043
0.0,0.025159835815429688,5.637851296924623e-19,730.0,1.0,0.0,10.0,144.46130584381814,730,0.01805877685546875,0.0234375,0.0,0.0,1.0,730.0,0.0,5.989289045333862,0.03562593460083008
0.0,0.024430274963378906,5.637851296924623e-19,740.0,1.0,0.0,10.0,147.06587330250107,740,0.01805877685546875,0.0234375,0.0,0.0,1.0,740.0,0.0,6.057286739349365,0.03564596176147461
0.0,0.024610519409179688,9.107298248878238e-19,750.0,1.0,0.0,10.0,147.73357754217886,750,0.01805877685546875,0.0234375,0.0,0.0,1.0,750.0,0.0,6.124976396560669,0.03511929512023926
0.0,0.025000810623168945,5.637851296924623e-19,760.0,1.0,0.0,10.0,53.083854767835085,760,0.01805877685546875,0.0234375,0.0,0.0,1.0,760.0,0.0,6.313358306884766,0.035439491271972656
0.0,0.024438858032226562,5.637851296924623e-19,770.0,1.0,0.0,10.0,146.23573136971876,770,0.01805877685546875,0.0234375,0.0,0.0,1.0,770.0,0.0,6.381741523742676,0.03566479682922363
0.0,0.024602890014648438,7.37257477290143e-19,780.0,1.0,0.0,10.0,146.06004255422877,780,0.01805877685546875,0.0234375,0.0,0.0,1.0,780.0,0.0,6.450206995010376,0.03525876998901367
0.0,0.024727582931518555,5.637851296924623e-19,790.0,1.0,0.0,10.0,146.64219311034427,790,0.01805877685546875,0.0234375,0.0,0.0,1.0,790.0,0.0,6.518401145935059,0.03466343879699707
0.0,0.024410247802734375,7.37257477290143e-19,800.0,1.0,0.0,10.0,146.46961866182428,800,0.01805877685546875,0.0234375,0.0,0.0,1.0,800.0,0.0,6.586675643920898,0.03502345085144043
0.0,0.02476024627685547,5.637851296924623e-19,810.0,1.0,0.0,10.0,147.93001167412612,810,0.01805877685546875,0.0234375,0.0,0.0,1.0,810.0,0.0,6.654275894165039,0.034430742263793945
0.0,0.024918556213378906,7.37257477290143e-19,820.0,1.0,0.0,10.0,146.83830402498242,820,0.01805877685546875,0.0234375,0.0,0.0,1.0,820.0,0.0,6.722378492355347,0.034761905670166016
0.0,0.024532318115234375,5.637851296924623e-19,830.0,1.0,0.0,10.0,146.8295654243886,830,0.01805877685546875,0.0234375,0.0,0.0,1.0,830.0,0.0,6.790485382080078,0.034880876541137695
0.0,0.02448868751525879,7.37257477290143e-19,840.0,1.0,0.0,10.0,146.54228594987038,840,0.01805877685546875,0.0234375,0.0,0.0,1.0,840.0,0.0,6.858725309371948,0.03526782989501953
0.0,0.02415752410888672,5.637851296924623e-19,850.0,1.0,0.0,10.0,147.31587728078955,850,0.01805877685546875,0.0234375,0.0,0.0,1.0,850.0,0.0,6.926607370376587,0.03455209732055664
0.0,0.024205684661865234,7.37257477290143e-19,860.0,1.0,0.0,10.0,148.089836067889,860,0.01805877685546875,0.0234375,0.0,0.0,1.0,860.0,0.0,6.9941346645355225,0.03468132019042969
0.0,0.024221181869506836,5.637851296924623e-19,870.0,1.0,0.0,10.0,148.0694470921325,870,0.01805877685546875,0.0234375,0.0,0.0,1.0,870.0,0.0,7.061671495437622,0.03476357460021973
0.0,0.024192333221435547,7.37257477290143e-19,880.0,1.0,0.0,10.0,145.79603243848263,880,0.01805877685546875,0.0234375,0.0,0.0,1.0,880.0,0.0,7.130261182785034,0.03573966026306152
0.0,0.025425195693969727,5.637851296924623e-19,890.0,1.0,0.0,10.0,142.13835966464015,890,0.01805877685546875,0.0234375,0.0,0.0,1.0,890.0,0.0,7.200615882873535,0.03651905059814453
0.0,0.024782180786132812,7.37257477290143e-19,900.0,1.0,0.0,10.0,147.40907094030612,900,0.01805877685546875,0.0234375,0.0,0.0,1.0,900.0,0.0,7.268455266952515,0.034970760345458984
0.0,0.02481222152709961,5.637851296924623e-19,910.0,1.0,0.0,10.0,147.17217615871266,910,0.01805877685546875,0.0234375,0.0,0.0,1.0,910.0,0.0,7.3364036083221436,0.03466534614562988
0.0,0.024674654006958008,7.37257477290143e-19,920.0,1.0,0.0,10.0,144.44339599899442,920,0.01805877685546875,0.0234375,0.0,0.0,1.0,920.0,0.0,7.405635356903076,0.035622358322143555
0.0,0.024992942810058594,5.637851296924623e-19,930.0,1.0,0.0,10.0,146.07479434689031,930,0.01805877685546875,0.0234375,0.0,0.0,1.0,930.0,0.0,7.4740941524505615,0.034822702407836914
0.0,0.02472209930419922,7.487771253728015e-19,940.0,1.0,0.0,10.0,146.70887359956347,940,0.01805877685546875,0.0234375,0.0,0.0,1.0,940.0,0.0,7.542257308959961,0.034871816635131836
0.0,0.02558135986328125,5.780152832063345e-19,950.0,1.0,0.0,10.0,145.95533965041463,950,0.01805877685546875,0.0234375,0.0,0.0,1.0,950.0,0.0,7.610771417617798,0.034743547439575195
0.0,0.024998903274536133,9.20216593897072e-19,960.0,1.0,0.0,10.0,146.13281304438715,960,0.01805877685546875,0.0234375,0.0,0.0,1.0,960.0,0.0,7.679203033447266,0.035158634185791016
0.0,0.025109529495239258,7.748657401482339e-19,970.0,1.0,0.0,10.0,143.68778776584082,970,0.01805877685546875,0.0234375,0.0,0.0,1.0,970.0,0.0,7.748799085617065,0.03457236289978027
0.0,0.024390459060668945,7.443725540470791e-19,980.0,1.0,0.0,10.0,147.43653377015065,980,0.01805877685546875,0.0234375,0.0,0.0,1.0,980.0,0.0,7.81662654876709,0.03519630432128906
0.0,0.02583026885986328,5.990217002982412e-19,990.0,1.0,0.0,10.0,143.62775917212852,990,0.01805877685546875,0.0234375,0.0,0.0,1.0,990.0,0.0,7.886252403259277,0.03535723686218262
0.0,0.024664640426635742,8.592302216947622e-19,1000.0,1.0,0.0,10.0,144.4891744320237,1000,0.01805877685546875,0.0234375,0.0,0.0,1.0,1000.0,0.0,7.95546293258667,0.03620290756225586
0.0,0.024823427200317383,7.291259609965017e-19,1010.0,1.0,0.0,10.0,145.64769286329417,1010,0.01805877685546875,0.0234375,0.0,0.0,1.0,1010.0,0.0,8.024122476577759,0.03469061851501465
0.0,0.024900197982788086,8.592302216947622e-19,1020.0,1.0,0.0,10.0,146.3663709773103,1020,0.01805877685546875,0.0234375,0.0,0.0,1.0,1020.0,0.0,8.092444658279419,0.03487348556518555
0.0,0.025207042694091797,7.789314982950546e-19,1030.0,1.0,0.0,10.0,143.7794033964308,1030,0.01805877685546875,0.0234375,0.0,0.0,1.0,1030.0,0.0,8.161996364593506,0.035820722579956055
0.0,0.025020837783813477,8.033260471759784e-19,1040.0,1.0,0.0,10.0,142.31680668847298,1040,0.01805877685546875,0.0234375,0.0,0.0,1.0,1040.0,0.0,8.23226261138916,0.03611350059509277
0.0,0.02493762969970703,7.890958936621062e-19,1050.0,1.0,0.0,10.0,142.94150524149023,1050,0.01805877685546875,0.0234375,0.0,0.0,1.0,1050.0,0.0,8.30222201347351,0.03669571876525879
0.0,0.024682998657226562,7.962109704190423e-19,1060.0,1.0,0.0,10.0,144.19659371411677,1060,0.01805877685546875,0.0234375,0.0,0.0,1.0,1060.0,0.0,8.371572256088257,0.036290645599365234
0.0,0.024440765380859375,5.973276344037326e-19,1070.0,1.0,0.0,10.0,145.71094072975254,1070,0.01805877685546875,0.0234375,0.0,0.0,1.0,1070.0,0.0,8.440201997756958,0.035451650619506836
0.0,0.024724960327148438,8.815918915022758e-19,1080.0,1.0,0.0,10.0,145.667420303747,1080,0.01805877685546875,0.0234375,0.0,0.0,1.0,1080.0,0.0,8.508852005004883,0.0357050895690918
0.0,0.024663209915161133,5.780152832063345e-19,1090.0,1.0,0.0,10.0,146.26632909979844,1090,0.01805877685546875,0.0234375,0.0,0.0,1.0,1090.0,0.0,8.577220916748047,0.03565812110900879
0.0,0.02521514892578125,7.298035873543052e-19,1100.0,1.0,0.0,10.0,145.32522564662267,1100,0.01805877685546875,0.0234375,0.0,0.0,1.0,1100.0,0.0,8.64603304862976,0.03552889823913574
0.0,0.02493143081665039,7.298035873543052e-19,1110.0,1.0,0.0,10.0,146.0219051796768,1110,0.01805877685546875,0.0234375,0.0,0.0,1.0,1110.0,0.0,8.714516162872314,0.035005807876586914
0.0,0.02434372901916504,7.298035873543052e-19,1120.0,1.0,0.0,10.0,147.38317198727972,1120,0.01805877685546875,0.0234375,0.0,0.0,1.0,1120.0,0.0,8.78236699104309,0.03531646728515625
0.0,0.024213552474975586,7.298035873543052e-19,1130.0,1.0,0.0,10.0,149.83456519331688,1130,0.01805877685546875,0.0234375,0.0,0.0,1.0,1130.0,0.0,8.84910774230957,0.034291982650756836
0.0,0.024487972259521484,7.298035873543052e-19,1140.0,1.0,0.0,10.0,148.0030911137537,1140,0.01805877685546875,0.0234375,0.0,0.0,1.0,1140.0,0.0,8.916674375534058,0.03477168083190918
0.0,0.025210857391357422,7.298035873543052e-19,1150.0,1.0,0.0,10.0,146.50850204691844,1150,0.01805877685546875,0.0234375,0.0,0.0,1.0,1150.0,0.0,8.984930276870728,0.03486132621765137
0.0,0.025203704833984375,5.780152832063345e-19,1160.0,1.0,0.0,10.0,145.83658724004965,1160,0.01805877685546875,0.0234375,0.0,0.0,1.0,1160.0,0.0,9.053500890731812,0.035079002380371094
0.0,0.02456831932067871,7.298035873543052e-19,1170.0,1.0,0.0,10.0,147.71276633210073,1170,0.01805877685546875,0.0234375,0.0,0.0,1.0,1170.0,0.0,9.121200323104858,0.03464627265930176
0.0,0.024432659149169922,7.298035873543052e-19,1180.0,1.0,0.0,10.0,143.9224782793692,1180,0.01805877685546875,0.0234375,0.0,0.0,1.0,1180.0,0.0,9.190682649612427,0.0368349552154541
0.0,0.02511906623840332,2.0708261494473136e-18,1190.0,1.0,0.0,10.0,146.51976161698025,1190,0.01805877685546875,0.0234375,0.0,0.0,1.0,1190.0,0.0,9.258933305740356,0.03488802909851074
0.0,0.0245511531829834,3.2705636159383043e-18,1200.0,1.0,0.0,10.0,147.39456640533027,1200,0.01805877685546875,0.0234375,0.0,0.0,1.0,1200.0,0.0,9.326779127120972,0.03513145446777344
0.0,0.024848222732543945,3.7797998238275895e-18,1210.0,1.0,0.0,10.0,145.8832531624877,1210,0.01805877685546875,0.0234375,0.0,0.0,1.0,1210.0,0.0,9.3953275680542,0.03469061851501465
0.0,0.02489018440246582,2.282245573081987e-18,1220.0,1.0,0.0,10.0,146.13332218424563,1220,0.01805877685546875,0.0234375,0.0,0.0,1.0,1220.0,0.0,9.463759422302246,0.035447120666503906
0.0,0.024736404418945312,3.9617425008978134e-18,1230.0,1.0,0.0,10.0,146.8172303470292,1230,0.01805877685546875,0.0234375,0.0,0.0,1.0,1230.0,0.0,9.531872034072876,0.03477191925048828
0.0,0.02503657341003418,7.952961748360077e-18,1240.0,1.0,0.0,10.0,146.6360410439282,1240,0.01805877685546875,0.0234375,0.0,0.0,1.0,1240.0,0.0,9.60006856918335,0.03499913215637207
0.0,0.02479410171508789,4.333759371331902e-18,1250.0,1.0,0.0,10.0,147.4712655802261,1250,0.01805877685546875,0.0234375,0.0,0.0,1.0,1250.0,0.0,9.667879104614258,0.03456377983093262
0.0,0.024318218231201172,5.143522868907013e-18,1260.0,1.0,0.0,10.0,145.2668400691301,1260,0.01805877685546875,0.0234375,0.0,0.0,1.0,1260.0,0.0,9.73671841621399,0.035861968994140625
0.0,0.02465510368347168,9.592817534244403e-18,1270.0,1.0,0.0,10.0,144.12078604390658,1270,0.01805877685546875,0.0234375,0.0,0.0,1.0,1270.0,0.0,9.806105136871338,0.03599262237548828
0.0,0.025002717971801758,1.2027867851011065e-18,1280.0,1.0,0.0,10.0,145.78184358609855,1280,0.01805877685546875,0.0234375,0.0,0.0,1.0,1280.0,0.0,9.874701023101807,0.035192012786865234
0.0,0.02465510368347168,8.239936510889833e-19,1290.0,1.0,0.0,10.0,145.74587708751764,1290,0.01805877685546875,0.0234375,0.0,0.0,1.0,1290.0,0.0,9.943314552307129,0.035058021545410156
0.0,0.024653196334838867,8.097634975751111e-19,1300.0,1.0,0.0,10.0,146.0620771071079,1300,0.01805877685546875,0.0234375,0.0,0.0,1.0,1300.0,0.0,10.011779069900513,0.03506970405578613
0.0,0.024507522583007812,8.097634975751111e-19,1310.0,1.0,0.0,10.0,146.27602105050238,1310,0.01805877685546875,0.0234375,0.0,0.0,1.0,1310.0,0.0,10.080143690109253,0.03473234176635742
0.0,0.024163007736206055,6.291760732204943e-19,1320.0,1.0,0.0,10.0,146.1975022046547,1320,0.01805877685546875,0.0234375,0.0,0.0,1.0,1320.0,0.0,10.148544788360596,0.03575634956359863
