actor_loss,buffer_size,clip_fraction,critic_loss,entropy,episode,episode_length,episode_reward,episode_success,epoch_time,fps,frame,kl_divergence,step,total_time,training_iterations
-0.032891035079956055,600.0,0.33250001072883606,20220.869140625,3.675154685974121,3.857142857142857,200.0,-337.9142941274942,0.0,0.2481367588043213,4836.042857101678,1200,0.019745593890547752,771.4285714285714,0.24844694137573242,2.0
-0.04067371413111687,600.0,0.2408333271741867,29209.994140625,3.6749842166900635,9.857142857142858,200.0,-401.72865553256815,0.0,0.22660112380981445,5295.648935118062,2400,0.019804388284683228,1971.4285714285713,0.47582101821899414,3.0
-0.048286668956279755,600.0,0.23749999701976776,13404.1552734375,3.6768481731414795,15.857142857142858,200.0,-239.59547680405265,0.0,0.1958630084991455,6126.731173973748,3600,0.018101152032613754,3171.4285714285716,0.6721940040588379,3.0
-0.04070024564862251,600.0,0.2241666615009308,4228.98095703125,3.679229259490967,21.857142857142858,200.0,-134.3417611744588,0.0,0.19350028038024902,6201.541401603501,4800,0.019565114751458168,4371.428571428572,0.8661942481994629,4.0
-0.054719019681215286,600.0,0.2866666615009308,1620.245361328125,3.6807706356048584,27.857142857142858,200.0,-81.77346672004482,0.0,0.19162607192993164,6262.195889705352,6000,0.025349484756588936,5571.428571428572,1.0582590103149414,4.0
-0.0453624464571476,600.0,0.2783333361148834,1221.2567138671875,3.6819868087768555,33.857142857142854,200.0,-10.695907775351637,0.0,0.197523832321167,6075.216270859109,7200,0.0176492091268301,6771.428571428572,1.2562549114227295,5.0
-0.04638517647981644,600.0,0.1483333259820938,1227.389404296875,3.6832034587860107,39.857142857142854,200.0,41.546485185373534,0.0,0.20427322387695312,5874.4850510747165,8400,0.018618041649460793,7971.428571428572,1.4610531330108643,5.0
-0.049323927611112595,600.0,0.12833333015441895,2391.6611328125,3.6846094131469727,45.857142857142854,200.0,93.73870212343456,0.0,0.2279210090637207,5264.981955500695,9600,0.002845137845724821,9171.42857142857,1.6895420551300049,10.0
-0.0500919446349144,600.0,0.3291666805744171,2311.88818359375,3.684769630432129,51.857142857142854,200.0,111.29160768938898,0.0,0.20542597770690918,5841.520207887709,10800,0.026925373822450638,10371.42857142857,1.8954269886016846,5.0
-0.04260827600955963,600.0,0.22333332896232605,5294.216796875,3.6844873428344727,57.857142857142854,200.0,55.87323386559981,0.0,0.2048048973083496,5859.2348902346175,12000,0.020691683515906334,11571.42857142857,2.1007120609283447,5.0
-0.043280672281980515,600.0,0.2150000035762787,4467.30126953125,3.6836998462677,63.857142857142854,200.0,94.32038877206561,0.0,0.21146607398986816,5674.669120009741,13200,0.015849491581320763,12771.42857142857,2.312892198562622,7.0
-0.04905474931001663,600.0,0.02250000089406967,3075.209228515625,3.6793737411499023,69.85714285714286,200.0,130.6328820316476,0.0,0.22802495956420898,5262.581790578478,14400,0.003977390006184578,13971.42857142857,2.5414841175079346,10.0
